Threshold,Precision,Recall,Specificity
-84.79229247767934,0.007839219802918967,1.0,0.0
-84.73405569855473,0.007839352533820964,1.0,1.706513763033499e-05
-84.67581891943011,0.007839352533820964,1.0,1.706513763033499e-05
-84.61758214030549,0.007839352533820964,1.0,1.706513763033499e-05
-84.55934536118087,0.007839352533820964,1.0,1.706513763033499e-05
-84.50110858205626,0.007839352533820964,1.0,1.706513763033499e-05
-84.44287180293165,0.007839352533820964,1.0,1.706513763033499e-05
-84.38463502380702,0.007839352533820964,1.0,1.706513763033499e-05
-84.32639824468241,0.007839352533820964,1.0,1.706513763033499e-05
-84.2681614655578,0.007839352533820964,1.0,1.706513763033499e-05
-84.20992468643318,0.007839352533820964,1.0,1.706513763033499e-05
-84.15168790730856,0.007839352533820964,1.0,1.706513763033499e-05
-84.09345112818394,0.007839352533820964,1.0,1.706513763033499e-05
-84.03521434905933,0.007839352533820964,1.0,1.706513763033499e-05
-83.97697756993472,0.007839352533820964,1.0,1.706513763033499e-05
-83.91874079081009,0.007839352533820964,1.0,1.706513763033499e-05
-83.86050401168548,0.007839352533820964,1.0,1.706513763033499e-05
-83.80226723256087,0.007839352533820964,1.0,1.706513763033499e-05
-83.74403045343625,0.007839352533820964,1.0,1.706513763033499e-05
-83.68579367431163,0.007839485269217746,1.0,3.413027526066998e-05
-83.62755689518701,0.007839485269217746,1.0,3.413027526066998e-05
-83.5693201160624,0.007839485269217746,1.0,3.413027526066998e-05
-83.51108333693779,0.007839485269217746,1.0,3.413027526066998e-05
-83.45284655781316,0.007839485269217746,1.0,3.413027526066998e-05
-83.39460977868855,0.007839485269217746,1.0,3.413027526066998e-05
-83.33637299956393,0.007839485269217746,1.0,3.413027526066998e-05
-83.27813622043932,0.007839485269217746,1.0,3.413027526066998e-05
-83.21989944131471,0.007839485269217746,1.0,3.413027526066998e-05
-83.16166266219008,0.007839485269217746,1.0,3.413027526066998e-05
-83.10342588306547,0.007839485269217746,1.0,3.413027526066998e-05
-83.04518910394086,0.007839485269217746,1.0,3.413027526066998e-05
-82.98695232481624,0.007839485269217746,1.0,3.413027526066998e-05
-82.92871554569162,0.007839485269217746,1.0,3.413027526066998e-05
-82.870478766567,0.007839485269217746,1.0,3.413027526066998e-05
-82.81224198744239,0.007839485269217746,1.0,3.413027526066998e-05
-82.75400520831778,0.007839485269217746,1.0,3.413027526066998e-05
-82.69576842919315,0.007839485269217746,1.0,3.413027526066998e-05
-82.63753165006854,0.007839485269217746,1.0,3.413027526066998e-05
-82.57929487094393,0.007839485269217746,1.0,3.413027526066998e-05
-82.52105809181931,0.007839485269217746,1.0,3.413027526066998e-05
-82.46282131269469,0.007839485269217746,1.0,3.413027526066998e-05
-82.40458453357007,0.007839485269217746,1.0,3.413027526066998e-05
-82.34634775444546,0.007839485269217746,1.0,3.413027526066998e-05
-82.28811097532085,0.007839485269217746,1.0,3.413027526066998e-05
-82.22987419619622,0.007839485269217746,1.0,3.413027526066998e-05
-82.17163741707161,0.007839485269217746,1.0,3.413027526066998e-05
-82.113400637947,0.007839618009109534,1.0,5.119541289100497e-05
-82.05516385882238,0.007839618009109534,1.0,5.119541289100497e-05
-81.99692707969777,0.007839618009109534,1.0,5.119541289100497e-05
-81.93869030057314,0.007839618009109534,1.0,5.119541289100497e-05
-81.88045352144853,0.007839618009109534,1.0,5.119541289100497e-05
-81.82221674232392,0.007839618009109534,1.0,5.119541289100497e-05
-81.7639799631993,0.007839618009109534,1.0,5.119541289100497e-05
-81.70574318407468,0.007839618009109534,1.0,5.119541289100497e-05
-81.64750640495006,0.007839618009109534,1.0,5.119541289100497e-05
-81.58926962582545,0.007839618009109534,1.0,5.119541289100497e-05
-81.53103284670084,0.007839618009109534,1.0,5.119541289100497e-05
-81.47279606757621,0.007839883502379057,1.0,8.532568815167494e-05
-81.4145592884516,0.007839883502379057,1.0,8.532568815167494e-05
-81.35632250932699,0.007839883502379057,1.0,8.532568815167494e-05
-81.29808573020237,0.007839883502379057,1.0,8.532568815167494e-05
-81.23984895107775,0.007839883502379057,1.0,8.532568815167494e-05
-81.18161217195313,0.007839883502379057,1.0,8.532568815167494e-05
-81.12337539282852,0.007839883502379057,1.0,8.532568815167494e-05
-81.06513861370391,0.007839883502379057,1.0,8.532568815167494e-05
-81.00690183457928,0.007839883502379057,1.0,8.532568815167494e-05
-80.94866505545467,0.007839883502379057,1.0,8.532568815167494e-05
-80.89042827633006,0.007839883502379057,1.0,8.532568815167494e-05
-80.83219149720544,0.007839883502379057,1.0,8.532568815167494e-05
-80.77395471808083,0.007839883502379057,1.0,8.532568815167494e-05
-80.7157179389562,0.007839883502379057,1.0,8.532568815167494e-05
-80.65748115983159,0.007839883502379057,1.0,8.532568815167494e-05
-80.59924438070698,0.007839883502379057,1.0,8.532568815167494e-05
-80.54100760158236,0.007840016255757247,1.0,0.00010239082578200994
-80.48277082245774,0.007840016255757247,1.0,0.00010239082578200994
-80.42453404333313,0.007840016255757247,1.0,0.00010239082578200994
-80.36629726420851,0.007840016255757247,1.0,0.00010239082578200994
-80.3080604850839,0.007840016255757247,1.0,0.00010239082578200994
-80.24982370595927,0.007840016255757247,1.0,0.00010239082578200994
-80.19158692683466,0.007840016255757247,1.0,0.00010239082578200994
-80.13335014771005,0.007840016255757247,1.0,0.00010239082578200994
-80.07511336858543,0.007840016255757247,1.0,0.00010239082578200994
-80.01687658946081,0.007840016255757247,1.0,0.00010239082578200994
-79.9586398103362,0.007840016255757247,1.0,0.00010239082578200994
-79.90040303121158,0.007840149013631361,1.0,0.00011945596341234492
-79.84216625208697,0.007840149013631361,1.0,0.00011945596341234492
-79.78392947296234,0.007840281776001625,1.0,0.0001365211010426799
-79.72569269383773,0.007840281776001625,1.0,0.0001365211010426799
-79.66745591471312,0.007840281776001625,1.0,0.0001365211010426799
-79.6092191355885,0.007840281776001625,1.0,0.0001365211010426799
-79.55098235646388,0.007840281776001625,1.0,0.0001365211010426799
-79.49274557733926,0.007840281776001625,1.0,0.0001365211010426799
-79.43450879821465,0.007840281776001625,1.0,0.0001365211010426799
-79.37627201909004,0.007840281776001625,1.0,0.0001365211010426799
-79.31803523996541,0.007840281776001625,1.0,0.0001365211010426799
-79.2597984608408,0.007840281776001625,1.0,0.0001365211010426799
-79.20156168171619,0.007840281776001625,1.0,0.0001365211010426799
-79.14332490259157,0.007840281776001625,1.0,0.0001365211010426799
-79.08508812346696,0.007840281776001625,1.0,0.0001365211010426799
-79.02685134434233,0.007840281776001625,1.0,0.0001365211010426799
-78.96861456521772,0.007840414542868272,1.0,0.0001535862386730149
-78.91037778609311,0.007840547314231524,1.0,0.00017065137630334988
-78.8521410069685,0.007840547314231524,1.0,0.00017065137630334988
-78.79390422784387,0.007840547314231524,1.0,0.00017065137630334988
-78.73566744871925,0.007840547314231524,1.0,0.00017065137630334988
-78.67743066959464,0.007840547314231524,1.0,0.00017065137630334988
-78.61919389047003,0.007840547314231524,1.0,0.00017065137630334988
-78.5609571113454,0.007840547314231524,1.0,0.00017065137630334988
-78.50272033222079,0.007840547314231524,1.0,0.00017065137630334988
-78.44448355309618,0.007840547314231524,1.0,0.00017065137630334988
-78.38624677397156,0.007840547314231524,1.0,0.00017065137630334988
-78.32800999484694,0.007840547314231524,1.0,0.00017065137630334988
-78.26977321572232,0.007840547314231524,1.0,0.00017065137630334988
-78.21153643659771,0.007840547314231524,1.0,0.00017065137630334988
-78.1532996574731,0.007840547314231524,1.0,0.00017065137630334988
-78.09506287834847,0.007840547314231524,1.0,0.00017065137630334988
-78.03682609922386,0.007840547314231524,1.0,0.00017065137630334988
-77.97858932009925,0.007840547314231524,1.0,0.00017065137630334988
-77.92035254097463,0.007840547314231524,1.0,0.00017065137630334988
-77.86211576185002,0.007840547314231524,1.0,0.00017065137630334988
-77.8038789827254,0.007840547314231524,1.0,0.00017065137630334988
-77.74564220360078,0.007840680090091616,1.0,0.00018771651393368488
-77.68740542447617,0.007840680090091616,1.0,0.00018771651393368488
-77.62916864535156,0.007840680090091616,1.0,0.00018771651393368488
-77.57093186622693,0.007840680090091616,1.0,0.00018771651393368488
-77.51269508710232,0.007840680090091616,1.0,0.00018771651393368488
-77.4544583079777,0.007840680090091616,1.0,0.00018771651393368488
-77.39622152885309,0.007840812870448773,1.0,0.00020478165156401988
-77.33798474972846,0.007841078444655196,1.0,0.00023891192682468985
-77.27974797060385,0.007841078444655196,1.0,0.00023891192682468985
-77.22151119147924,0.007841078444655196,1.0,0.00023891192682468985
-77.16327441235462,0.007841078444655196,1.0,0.00023891192682468985
-77.10503763323,0.007841078444655196,1.0,0.00023891192682468985
-77.04680085410538,0.007841078444655196,1.0,0.00023891192682468985
-76.98856407498077,0.007841078444655196,1.0,0.00023891192682468985
-76.93032729585616,0.007841078444655196,1.0,0.00023891192682468985
-76.87209051673153,0.007841078444655196,1.0,0.00023891192682468985
-76.81385373760692,0.007841078444655196,1.0,0.00023891192682468985
-76.7556169584823,0.007841078444655196,1.0,0.00023891192682468985
-76.6973801793577,0.007841078444655196,1.0,0.00023891192682468985
-76.63914340023308,0.007841078444655196,1.0,0.00023891192682468985
-76.58090662110845,0.007841078444655196,1.0,0.00023891192682468985
-76.52266984198384,0.007841078444655196,1.0,0.00023891192682468985
-76.46443306285923,0.007841078444655196,1.0,0.00023891192682468985
-76.4061962837346,0.007841078444655196,1.0,0.00023891192682468985
-76.34795950460999,0.007841078444655196,1.0,0.00023891192682468985
-76.28972272548538,0.007841078444655196,1.0,0.00023891192682468985
-76.23148594636076,0.007841078444655196,1.0,0.00023891192682468985
-76.17324916723615,0.007841078444655196,1.0,0.00023891192682468985
-76.11501238811152,0.007841078444655196,1.0,0.00023891192682468985
-76.05677560898691,0.007841078444655196,1.0,0.00023891192682468985
-75.9985388298623,0.007841078444655196,1.0,0.00023891192682468985
-75.94030205073769,0.007841078444655196,1.0,0.00023891192682468985
-75.88206527161306,0.007841078444655196,1.0,0.00023891192682468985
-75.82382849248845,0.00784121123850492,1.0,0.0002559770644550248
-75.76559171336383,0.007841344036852623,1.0,0.0002730422020853598
-75.70735493423922,0.007841344036852623,1.0,0.0002730422020853598
-75.64911815511459,0.007841344036852623,1.0,0.0002730422020853598
-75.59088137598998,0.007841476839698535,1.0,0.0002901073397156948
-75.53264459686537,0.007841476839698535,1.0,0.0002901073397156948
-75.47440781774075,0.007841476839698535,1.0,0.0002901073397156948
-75.41617103861614,0.007841476839698535,1.0,0.0002901073397156948
-75.35793425949151,0.007841476839698535,1.0,0.0002901073397156948
-75.2996974803669,0.007841476839698535,1.0,0.0002901073397156948
-75.24146070124229,0.007841476839698535,1.0,0.0002901073397156948
-75.18322392211766,0.007841476839698535,1.0,0.0002901073397156948
-75.12498714299305,0.007841476839698535,1.0,0.0002901073397156948
-75.06675036386844,0.007841476839698535,1.0,0.0002901073397156948
-75.00851358474382,0.007841476839698535,1.0,0.0002901073397156948
-74.95027680561921,0.007841476839698535,1.0,0.0002901073397156948
-74.89204002649458,0.007841476839698535,1.0,0.0002901073397156948
-74.83380324736997,0.007841476839698535,1.0,0.0002901073397156948
-74.77556646824536,0.007841476839698535,1.0,0.0002901073397156948
-74.71732968912075,0.007841476839698535,1.0,0.0002901073397156948
-74.65909290999612,0.007841476839698535,1.0,0.0002901073397156948
-74.6008561308715,0.007841476839698535,1.0,0.0002901073397156948
-74.5426193517469,0.007841476839698535,1.0,0.0002901073397156948
-74.48438257262228,0.007841476839698535,1.0,0.0002901073397156948
-74.42614579349765,0.007841476839698535,1.0,0.0002901073397156948
-74.36790901437304,0.007841476839698535,1.0,0.0002901073397156948
-74.30967223524843,0.007841476839698535,1.0,0.0002901073397156948
-74.25143545612382,0.007841476839698535,1.0,0.0002901073397156948
-74.1931986769992,0.007841476839698535,1.0,0.0002901073397156948
-74.13496189787458,0.007841476839698535,1.0,0.0002901073397156948
-74.07672511874996,0.007841476839698535,1.0,0.0002901073397156948
-74.01848833962535,0.007841609647042884,1.0,0.0003071724773460298
-73.96025156050072,0.007841609647042884,1.0,0.0003071724773460298
